profile_text,career_label,source,label_encoded,text_stripped,profile_text_clean
"Engineering professional skilled in linux, rust, c++, go. Targeting a role in Backend and Server-side Development. Focus area: Hardcore Dataplane Software Engineer If You Think Like A Packet This Job Is For You.",SWE_BACKEND,postings,8,"Engineering professional skilled in linux, rust, c++, go","Engineering student with skills in linux, rust, c++, go."
"Engineering professional skilled in product strategy, data analytics, reporting. Targeting a role in Data Analytics and Business Intelligence. Focus area: Senior Business Analytics Reporting Analyst--Operations.",DATA_ANALYST,postings,2,"Engineering professional skilled in product strategy, data analytics, reporting","Engineering student. Engineering professional skilled in product strategy, data analytics, reporting"
"Engineering professional skilled in product management, databricks, sql. Targeting a role in Product Management and Strategy. Focus area: Sr Product Manager Databricks Sql.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, databricks, sql","Engineering student with skills in product management, databricks, sql."
"Engineering professional skilled in cybersecurity, cassandra. Targeting a role in Frontend and UI Development. Focus area: Sr Ui Engineer Remote.",SWE_FRONTEND,postings,9,"Engineering professional skilled in cybersecurity, cassandra","Engineering student with skills in cybersecurity, cassandra."
"Engineering professional skilled in data structures, spring boot, restful, spring, java. Targeting a role in Backend and Server-side Development. Focus area: Java Developer- Full Time - Gc Usc.",SWE_BACKEND,postings,8,"Engineering professional skilled in data structures, spring boot, restful, spring, java","Engineering student with skills in data structures, spring boot, spring, java."
"Engineering student in CSD with CGPA 5.5 out of 10. Skilled in JavaScript, React, Node.js, MySQL, Express.js, HTML/CSS. Has completed 6 projects and 3 internship(s). Targeting Full Stack Web Development roles. Prefers mid-size product startup work environment.",FULLSTACK_DEV,synthetic_college,6,"Engineering student in CSD with CGPA 5.5 out of 10. Skilled in JavaScript, React, Node.js, MySQL, Express.js, HTML/CSS. Has completed 6 projects and 3 internship(s). Targeting Full Stack Web Development roles. Prefers mid-size product startup work environment","Engineering student with skills in javascript, node.js, express, react, mysql, html, css. CGPA 5.5."
Engineering graduate in Science and Technology with CGPA 6.5 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Science and Technology with CGPA 6.5 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Science and Technology with CGPA 6.5 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 6.5.
"Engineering professional skilled in system design, cybersecurity, unit testing, c++. Targeting a role in Backend and Server-side Development. Focus area: Autosar Cybersecurity Software Engineer.",SWE_BACKEND,postings,8,"Engineering professional skilled in system design, cybersecurity, unit testing, c++","Engineering student with skills in cybersecurity, system design, c++."
"Engineering professional skilled in hadoop, spark, java, solr. Targeting a role in Backend and Server-side Development. Focus area: Java Developer Clearance Needed Ts/Sci W/ Full Scope Poly.",SWE_BACKEND,postings,8,"Engineering professional skilled in hadoop, spark, java, solr","Engineering student with skills in hadoop, spark, java."
"Engineering professional skilled in machine learning, data analysis, python, sql. Targeting a role in AI and Machine Learning. Focus area: Proactive Engine Architect Data Analysis Sql/Big Query Python Ai/Ml.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, data analysis, python, sql","Engineering student with skills in machine learning, data analysis, python, sql."
"Engineering professional skilled in google cloud, bigquery, python, swift, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Google Cloud Platform Data Architect.",DATA_ENGINEER,postings,3,"Engineering professional skilled in google cloud, bigquery, python, swift, sql","Engineering student with skills in bigquery, python, swift, sql."
"Engineering professional skilled in data analysis, oracle, etl, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Oracle Pl/Sql Developer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data analysis, oracle, etl, sql","Engineering student with skills in data analysis, oracle, sql."
"Engineering professional skilled in microservices, spring boot, snowflake, reporting, rest api, spring, azure, java. Targeting a role in Backend and Server-side Development. Focus area: Java Developer With Sql Snowflake Microservices Aws Azure - W2 Position.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, spring boot, snowflake, reporting, rest api, spring, azure, java","Engineering student with skills in spring boot, snowflake, rest api, spring, azure, java."
"Engineering professional skilled in data analytics, google cloud. Targeting a role in Data Analytics and Business Intelligence. Focus area: Data Analyst With Marketing Analytics Exp 1039812.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, google cloud","Engineering student. Engineering professional skilled in data analytics, google cloud"
"Engineering professional skilled in project management, data analytics, reporting. Targeting a role in Data Analytics and Business Intelligence. Focus area: Business Analyst - Governance Reporting.",DATA_ANALYST,postings,2,"Engineering professional skilled in project management, data analytics, reporting",Engineering student with experience in project management.
"Engineering professional skilled in scrum, .net, c#. Targeting a role in Backend and Server-side Development. Focus area: Net Software Engineer In Test Sdet.",SWE_BACKEND,postings,8,"Engineering professional skilled in scrum, .net, c#","Engineering student with skills in scrum, c#."
Engineering professional skilled in algorithms. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer - Agent Backend Infrastructure.,SWE_BACKEND,postings,8,Engineering professional skilled in algorithms,Engineering student with experience in algorithms.
"Engineering professional skilled in machine learning, algorithms. Targeting a role in AI and Machine Learning. Focus area: Ai/Ml Architect- Need On W2 Or 1099.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, algorithms","Engineering student with skills in machine learning, algorithms."
"Engineering professional skilled in information security, cybersecurity, prometheus, grafana, azure. Targeting a role in Cybersecurity and Information Security. Focus area: Sr Cloud Security Architect.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, cybersecurity, prometheus, grafana, azure","Engineering student with skills in information security, cybersecurity, azure."
"Engineering professional skilled in google cloud, gcp. Targeting a role in Data Engineering and Pipelines. Focus area: Sr Data Engineering Manager.",DATA_ENGINEER,postings,3,"Engineering professional skilled in google cloud, gcp",Engineering student with experience in gcp.
"Engineering professional skilled in javascript, restful, vue.js, .net, vue, sql, c#. Targeting a role in Backend and Server-side Development. Focus area: Remote / Senior Software Engineer / C Net Vue Js.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, restful, vue.js, .net, vue, sql, c#","Engineering student with skills in javascript, vue, sql, c#."
